cik,entityName,attribute_name,accn,value,filing_date
721371,"Cardinal Health, Inc.",Revenues,0000721371-18-000077,33633000000,2018-08-22
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,33633000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-18-000077,136809000000,2018-08-22
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,136809000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,136809000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-18-000077,35349000000,2018-08-22
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,35349000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,35213000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,35213000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,37740000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,37740000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,35228000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,35228000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,145534000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,145534000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-21-000080,145534000000,2021-08-16
721371,"Cardinal Health, Inc.",Revenues,0000721371-19-000090,37353000000,2019-08-20
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,37353000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,37341000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,39735000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,39157000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,152922000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-21-000080,152922000000,2021-08-16
721371,"Cardinal Health, Inc.",Revenues,0000721371-20-000089,36689000000,2020-08-13
721371,"Cardinal Health, Inc.",Revenues,0000721371-21-000080,162467000000,2021-08-16
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,1300600000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,249100000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,316500000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,312900000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,1151600000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,1151600000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,1151600000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,273200000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,-38200000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,-38200000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,-38200000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,234500000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,234500000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,234500000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,222400000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,222400000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,222400000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,642200000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,642200000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,642200000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,642000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-10-203886,223500000,2010-09-02
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,223500000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,223500000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,294800000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,294800000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,295000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,215000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,215400000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,215400000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,246000000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,246000000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,246000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,959000000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,959000000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,959000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,959000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-233322,202700000,2011-08-26
721371,"Cardinal Health, Inc.",NetIncomeLoss,0001193125-11-296273,202700000,2011-11-04
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,203000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,237000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,237000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,262000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,262000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,333000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,333000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,1069000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,1069000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,1069000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-12-000069,236000000,2012-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,236000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,271000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,271000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,303000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,303000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,345000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,345000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,334000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,334000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,334000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-13-000154,-586000000,2013-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,-586000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,339000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,339000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,278000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,278000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,315000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,315000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,1166000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,1166000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,1166000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-14-000181,234000000,2014-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,234000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,266000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,266000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,289000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,289000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,365000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,365000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,1215000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,1215000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,1215000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-15-000107,295000000,2015-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,295000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,383000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,383000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,326000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,326000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,386000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,386000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,1427000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,1427000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,1427000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-16-000277,333000000,2016-08-12
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,333000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,309000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,309000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,324000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,324000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,381000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,381000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,1288000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,1288000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-17-000083,274000000,2017-08-10
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,274000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,115000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,115000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,1053000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,1053000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,255000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,255000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,256000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,256000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,256000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-18-000077,-1166000000,2018-08-22
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,-1166000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,593000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,593000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,280000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,280000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,296000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,296000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,1363000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,1363000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-21-000080,1363000000,2021-08-16
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-19-000090,194000000,2019-08-20
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,194000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,-4922000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,220000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,350000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,-3696000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-21-000080,-3696000000,2021-08-16
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-20-000089,656000000,2020-08-13
721371,"Cardinal Health, Inc.",NetIncomeLoss,0000721371-21-000080,611000000,2021-08-16
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-10-203886,1392400000,2010-09-02
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-10-203886,1287400000,2010-09-02
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-233322,1287400000,2011-08-26
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-296273,1287400000,2011-11-04
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-10-203886,1306900000,2010-09-02
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-233322,1306900000,2011-08-26
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-296273,1306900000,2011-11-04
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-12-000069,1307000000,2012-08-22
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-233322,1514000000,2011-08-26
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0001193125-11-296273,1514000000,2011-11-04
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-12-000069,1514000000,2012-08-22
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-13-000154,1514000000,2013-08-20
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-12-000069,1792000000,2012-08-22
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-13-000154,1792000000,2013-08-20
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-14-000181,1792000000,2014-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-13-000154,996000000,2013-08-20
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-14-000181,996000000,2014-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-15-000107,996000000,2015-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-14-000181,1885000000,2014-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-15-000107,1885000000,2015-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-16-000277,1885000000,2016-08-12
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-15-000107,2161000000,2015-08-13
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-16-000277,2161000000,2016-08-12
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-17-000083,2161000000,2017-08-10
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-16-000277,2459000000,2016-08-12
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-17-000083,2459000000,2017-08-10
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-18-000077,2459000000,2018-08-22
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-17-000083,2120000000,2017-08-10
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-18-000077,2120000000,2018-08-22
721371,"Cardinal Health, Inc.",OperatingIncomeLoss,0000721371-19-000090,2120000000,2019-08-20
